key,value,timestamp,sentence
Neutral,0.4278,"01:00:52,691 --> 01:00:54,359","[BABY COOING]"
Positive,0.1823,"01:00:52,691 --> 01:00:54,359","[BABY COOING]"
Very Positive,0.0377,"01:00:52,691 --> 01:00:54,359","[BABY COOING]"
Very Negative,0.0031,"01:00:55,361 --> 01:00:56,820","That's so sweet."
Negative,0.0056,"01:00:55,361 --> 01:00:56,820","That's so sweet."
Neutral,0.0945,"01:00:55,361 --> 01:00:56,820","That's so sweet."
Positive,0.7142,"01:00:55,361 --> 01:00:56,820","That's so sweet."
Very Positive,0.1827,"01:00:55,361 --> 01:00:56,820","That's so sweet."
Very Negative,0.0451,"01:00:59,323 --> 01:01:01,658","I used to sing to my baby."
Negative,0.3689,"01:00:59,323 --> 01:01:01,658","I used to sing to my baby."
Neutral,0.4960,"01:00:59,323 --> 01:01:01,658","I used to sing to my baby."
Positive,0.0783,"01:00:59,323 --> 01:01:01,658","I used to sing to my baby."
Very Positive,0.0117,"01:00:59,323 --> 01:01:01,658","I used to sing to my baby."
Very Negative,0.0071,"01:01:05,371 --> 01:01:07,497","I hope I see her soon."
Negative,0.0206,"01:01:05,371 --> 01:01:07,497","I hope I see her soon."
Neutral,0.3293,"01:01:05,371 --> 01:01:07,497","I hope I see her soon."
Positive,0.5484,"01:01:05,371 --> 01:01:07,497","I hope I see her soon."
Very Positive,0.0945,"01:01:05,371 --> 01:01:07,497","I hope I see her soon."
Very Negative,0.0809,"01:01:14,255 --> 01:01:16,589","[MAN CONTINUES SINGING]"
Negative,0.4654,"01:01:14,255 --> 01:01:16,589","[MAN CONTINUES SINGING]"
Neutral,0.2977,"01:01:14,255 --> 01:01:16,589","[MAN CONTINUES SINGING]"
Positive,0.1222,"01:01:14,255 --> 01:01:16,589","[MAN CONTINUES SINGING]"
Very Positive,0.0337,"01:01:14,255 --> 01:01:16,589","[MAN CONTINUES SINGING]"
Very Negative,0.0508,"01:02:08,934 --> 01:02:10,560","[ALARM WAILING]"
Negative,0.3014,"01:02:08,934 --> 01:02:10,560","[ALARM WAILING]"
Neutral,0.4278,"01:02:08,934 --> 01:02:10,560","[ALARM WAILING]"
Positive,0.1823,"01:02:08,934 --> 01:02:10,560","[ALARM WAILING]"
Very Positive,0.0377,"01:02:08,934 --> 01:02:10,560","[ALARM WAILING]"
Very Negative,0.0070,"01:02:17,651 --> 01:02:21,154","That's nice, Aningaaq."
Negative,0.0172,"01:02:17,651 --> 01:02:21,154","That's nice, Aningaaq."
Neutral,0.0732,"01:02:17,651 --> 01:02:21,154","That's nice, Aningaaq."
Positive,0.7448,"01:02:17,651 --> 01:02:21,154","That's nice, Aningaaq."
Very Positive,0.1579,"01:02:17,651 --> 01:02:21,154","That's nice, Aningaaq."
Very Negative,0.1008,"01:02:17,651 --> 01:02:21,154","Keep singing, just like that."
Negative,0.4295,"01:02:17,651 --> 01:02:21,154","Keep singing, just like that."
Neutral,0.2551,"01:02:17,651 --> 01:02:21,154","Keep singing, just like that."
Positive,0.1626,"01:02:17,651 --> 01:02:21,154","Keep singing, just like that."
Very Positive,0.0520,"01:02:17,651 --> 01:02:21,154","Keep singing, just like that."
Very Negative,0.4745,"01:02:22,823 --> 01:02:25,325","Sing me to sleep, and I'll sleep."
Negative,0.4659,"01:02:22,823 --> 01:02:25,325","Sing me to sleep, and I'll sleep."
Neutral,0.0502,"01:02:22,823 --> 01:02:25,325","Sing me to sleep, and I'll sleep."
Positive,0.0025,"01:02:22,823 --> 01:02:25,325","Sing me to sleep, and I'll sleep."
Very Positive,0.0069,"01:02:22,823 --> 01:02:25,325","Sing me to sleep, and I'll sleep."
Very Negative,0.0316,"01:02:27,036 --> 01:02:30,747","Keep singing."
Negative,0.1713,"01:02:27,036 --> 01:02:30,747","Keep singing."
Neutral,0.5352,"01:02:27,036 --> 01:02:30,747","Keep singing."
Positive,0.2279,"01:02:27,036 --> 01:02:30,747","Keep singing."
Very Positive,0.0340,"01:02:27,036 --> 01:02:30,747","Keep singing."
Very Negative,0.0044,"01:02:27,036 --> 01:02:30,747","And sing and sing."
Negative,0.0462,"01:02:27,036 --> 01:02:30,747","And sing and sing."
Neutral,0.7649,"01:02:27,036 --> 01:02:30,747","And sing and sing."
Positive,0.1796,"01:02:27,036 --> 01:02:30,747","And sing and sing."
Very Positive,0.0048,"01:02:27,036 --> 01:02:30,747","And sing and sing."
Very Negative,0.0769,"01:02:41,091 --> 01:02:42,592","[KNOCKING ON WINDOW]"
Negative,0.4572,"01:02:41,091 --> 01:02:42,592","[KNOCKING ON WINDOW]"
Neutral,0.3314,"01:02:41,091 --> 01:02:42,592","[KNOCKING ON WINDOW]"
Positive,0.1047,"01:02:41,091 --> 01:02:42,592","[KNOCKING ON WINDOW]"
Very Positive,0.0298,"01:02:41,091 --> 01:02:42,592","[KNOCKING ON WINDOW]"
Very Negative,0.2935,"01:03:00,945 --> 01:03:02,570","No, no, no, don't!"
Negative,0.6010,"01:03:00,945 --> 01:03:02,570","No, no, no, don't!"
Neutral,0.0967,"01:03:00,945 --> 01:03:02,570","No, no, no, don't!"
Positive,0.0035,"01:03:00,945 --> 01:03:02,570","No, no, no, don't!"
Very Positive,0.0053,"01:03:00,945 --> 01:03:02,570","No, no, no, don't!"
Very Negative,0.0495,"01:03:45,656 --> 01:03:48,241","Check your watch."
Negative,0.2935,"01:03:45,656 --> 01:03:48,241","Check your watch."
Neutral,0.4017,"01:03:45,656 --> 01:03:48,241","Check your watch."
Positive,0.2238,"01:03:45,656 --> 01:03:48,241","Check your watch."
Very Positive,0.0315,"01:03:45,656 --> 01:03:48,241","Check your watch."
Very Negative,0.0189,"01:03:45,656 --> 01:03:48,241","Thirteen hours and 11 minutes."
Negative,0.1703,"01:03:45,656 --> 01:03:48,241","Thirteen hours and 11 minutes."
Neutral,0.7389,"01:03:45,656 --> 01:03:48,241","Thirteen hours and 11 minutes."
Positive,0.0665,"01:03:45,656 --> 01:03:48,241","Thirteen hours and 11 minutes."
Very Positive,0.0054,"01:03:45,656 --> 01:03:48,241","Thirteen hours and 11 minutes."
Very Negative,0.0583,"01:03:48,492 --> 01:03:51,119","Call Anatoly and tell him he's been bumped."
Negative,0.4821,"01:03:48,492 --> 01:03:51,119","Call Anatoly and tell him he's been bumped."
Neutral,0.3955,"01:03:48,492 --> 01:03:51,119","Call Anatoly and tell him he's been bumped."
Positive,0.0529,"01:03:48,492 --> 01:03:51,119","Call Anatoly and tell him he's been bumped."
Very Positive,0.0112,"01:03:48,492 --> 01:03:51,119","Call Anatoly and tell him he's been bumped."
Very Negative,0.1233,"01:03:51,370 --> 01:03:53,705","- It's a little gloomy in here, isn't it?"
Negative,0.6204,"01:03:51,370 --> 01:03:53,705","- It's a little gloomy in here, isn't it?"
Neutral,0.2362,"01:03:51,370 --> 01:03:53,705","- It's a little gloomy in here, isn't it?"
Positive,0.0138,"01:03:51,370 --> 01:03:53,705","- It's a little gloomy in here, isn't it?"
Very Positive,0.0063,"01:03:51,370 --> 01:03:53,705","- It's a little gloomy in here, isn't it?"
Very Negative,0.0108,"01:03:51,370 --> 01:03:53,705","- How did you...?"
Negative,0.1503,"01:03:51,370 --> 01:03:53,705","- How did you...?"
Neutral,0.7918,"01:03:51,370 --> 01:03:53,705","- How did you...?"
Positive,0.0439,"01:03:51,370 --> 01:03:53,705","- How did you...?"
Very Positive,0.0032,"01:03:51,370 --> 01:03:53,705","- How did you...?"
Very Negative,0.1498,"01:03:53,956 --> 01:03:56,749","- Trust me, it's a hell of a story."
Negative,0.6855,"01:03:53,956 --> 01:03:56,749","- Trust me, it's a hell of a story."
Neutral,0.1461,"01:03:53,956 --> 01:03:56,749","- Trust me, it's a hell of a story."
Positive,0.0122,"01:03:53,956 --> 01:03:56,749","- Trust me, it's a hell of a story."
Very Positive,0.0065,"01:03:53,956 --> 01:03:56,749","- Trust me, it's a hell of a story."
Very Negative,0.0038,"01:03:53,956 --> 01:03:56,749","- But how did you...?"
Negative,0.0432,"01:03:53,956 --> 01:03:56,749","- But how did you...?"
Neutral,0.9075,"01:03:53,956 --> 01:03:56,749","- But how did you...?"
Positive,0.0435,"01:03:53,956 --> 01:03:56,749","- But how did you...?"
Very Positive,0.0021,"01:03:53,956 --> 01:03:56,749","- But how did you...?"
Very Negative,0.0410,"01:03:57,001 --> 01:03:58,292","[GRUNTS]"
Negative,0.2465,"01:03:57,001 --> 01:03:58,292","[GRUNTS]"
Neutral,0.4790,"01:03:57,001 --> 01:03:58,292","[GRUNTS]"
Positive,0.1967,"01:03:57,001 --> 01:03:58,292","[GRUNTS]"
Very Positive,0.0368,"01:03:57,001 --> 01:03:58,292","[GRUNTS]"
Very Negative,0.0340,"01:03:59,253 --> 01:04:00,545","That's better."
Negative,0.1158,"01:03:59,253 --> 01:04:00,545","That's better."
Neutral,0.2768,"01:03:59,253 --> 01:04:00,545","That's better."
Positive,0.4673,"01:03:59,253 --> 01:04:00,545","That's better."
Very Positive,0.1060,"01:03:59,253 --> 01:04:00,545","That's better."
Very Negative,0.0048,"01:04:01,422 --> 01:04:04,924","I found a little extra... A little extra battery power."
Negative,0.0069,"01:04:01,422 --> 01:04:04,924","I found a little extra... A little extra battery power."
Neutral,0.0757,"01:04:01,422 --> 01:04:04,924","I found a little extra... A little extra battery power."
Positive,0.6006,"01:04:01,422 --> 01:04:04,924","I found a little extra... A little extra battery power."
Very Positive,0.3121,"01:04:01,422 --> 01:04:04,924","I found a little extra... A little extra battery power."
Very Negative,0.1776,"01:04:05,175 --> 01:04:07,677","It helps that I didn't have you around to distract me."
Negative,0.3570,"01:04:05,175 --> 01:04:07,677","It helps that I didn't have you around to distract me."
Neutral,0.1977,"01:04:05,175 --> 01:04:07,677","It helps that I didn't have you around to distract me."
Positive,0.1654,"01:04:05,175 --> 01:04:07,677","It helps that I didn't have you around to distract me."
Very Positive,0.1023,"01:04:05,175 --> 01:04:07,677","It helps that I didn't have you around to distract me."
Very Negative,0.0533,"01:04:07,928 --> 01:04:10,179","I have to say, I'm glad to see you."
Negative,0.2026,"01:04:07,928 --> 01:04:10,179","I have to say, I'm glad to see you."
Neutral,0.1565,"01:04:07,928 --> 01:04:10,179","I have to say, I'm glad to see you."
Positive,0.4887,"01:04:07,928 --> 01:04:10,179","I have to say, I'm glad to see you."
Very Positive,0.0988,"01:04:07,928 --> 01:04:10,179","I have to say, I'm glad to see you."
Very Negative,0.0685,"01:04:10,431 --> 01:04:12,265","I didn't think you were gonna make it."
Negative,0.4228,"01:04:10,431 --> 01:04:12,265","I didn't think you were gonna make it."
Neutral,0.3611,"01:04:10,431 --> 01:04:12,265","I didn't think you were gonna make it."
Positive,0.1256,"01:04:10,431 --> 01:04:12,265","I didn't think you were gonna make it."
Very Positive,0.0219,"01:04:10,431 --> 01:04:12,265","I didn't think you were gonna make it."
Very Negative,0.0205,"01:04:12,516 --> 01:04:13,933","Did you find the vodka?"
Negative,0.3964,"01:04:12,516 --> 01:04:13,933","Did you find the vodka?"
Neutral,0.5584,"01:04:12,516 --> 01:04:13,933","Did you find the vodka?"
Positive,0.0224,"01:04:12,516 --> 01:04:13,933","Did you find the vodka?"
Very Positive,0.0023,"01:04:12,516 --> 01:04:13,933","Did you find the vodka?"
Very Negative,0.0497,"01:04:15,436 --> 01:04:18,646","- You never told me where it was, so... - Oh, well..."
Negative,0.4965,"01:04:15,436 --> 01:04:18,646","- You never told me where it was, so... - Oh, well..."
Neutral,0.3846,"01:04:15,436 --> 01:04:18,646","- You never told me where it was, so... - Oh, well..."
Positive,0.0609,"01:04:15,436 --> 01:04:18,646","- You never told me where it was, so... - Oh, well..."
Very Positive,0.0083,"01:04:15,436 --> 01:04:18,646","- You never told me where it was, so... - Oh, well..."
Very Negative,0.0267,"01:04:18,897 --> 01:04:20,440","Ah, ah!"
Negative,0.1290,"01:04:18,897 --> 01:04:20,440","Ah, ah!"
Neutral,0.5120,"01:04:18,897 --> 01:04:20,440","Ah, ah!"
Positive,0.2821,"01:04:18,897 --> 01:04:20,440","Ah, ah!"
Very Positive,0.0502,"01:04:18,897 --> 01:04:20,440","Ah, ah!"
Very Negative,0.0567,"01:04:20,691 --> 01:04:22,233","[BOTH SIGH]"
Negative,0.3464,"01:04:20,691 --> 01:04:22,233","[BOTH SIGH]"
Neutral,0.4171,"01:04:20,691 --> 01:04:22,233","[BOTH SIGH]"
Positive,0.1463,"01:04:20,691 --> 01:04:22,233","[BOTH SIGH]"
Very Positive,0.0336,"01:04:20,691 --> 01:04:22,233","[BOTH SIGH]"
Very Negative,0.0299,"01:04:24,236 --> 01:04:25,778","To Anatoly."
Negative,0.2521,"01:04:24,236 --> 01:04:25,778","To Anatoly."
Neutral,0.6452,"01:04:24,236 --> 01:04:25,778","To Anatoly."
Positive,0.0658,"01:04:24,236 --> 01:04:25,778","To Anatoly."
Very Positive,0.0071,"01:04:24,236 --> 01:04:25,778","To Anatoly."
Very Negative,0.0689,"01:04:26,530 --> 01:04:28,406","[SPEAKS IN RUSSIAN]"
Negative,0.3929,"01:04:26,530 --> 01:04:28,406","[SPEAKS IN RUSSIAN]"
Neutral,0.3631,"01:04:26,530 --> 01:04:28,406","[SPEAKS IN RUSSIAN]"
Positive,0.1397,"01:04:26,530 --> 01:04:28,406","[SPEAKS IN RUSSIAN]"
Very Positive,0.0354,"01:04:26,530 --> 01:04:28,406","[SPEAKS IN RUSSIAN]"
Very Negative,0.0185,"01:04:32,536 --> 01:04:35,288","Huh?"
Negative,0.2084,"01:04:32,536 --> 01:04:35,288","Huh?"
Neutral,0.6845,"01:04:32,536 --> 01:04:35,288","Huh?"
Positive,0.0782,"01:04:32,536 --> 01:04:35,288","Huh?"
Very Positive,0.0104,"01:04:32,536 --> 01:04:35,288","Huh?"
Very Negative,0.0068,"01:04:32,536 --> 01:04:35,288","No?"
Negative,0.1077,"01:04:32,536 --> 01:04:35,288","No?"
Neutral,0.8813,"01:04:32,536 --> 01:04:35,288","No?"
Positive,0.0033,"01:04:32,536 --> 01:04:35,288","No?"
Very Positive,0.0008,"01:04:32,536 --> 01:04:35,288","No?"
Very Negative,0.0034,"01:04:32,536 --> 01:04:35,288","All right."
Negative,0.0098,"01:04:32,536 --> 01:04:35,288","All right."
Neutral,0.4119,"01:04:32,536 --> 01:04:35,288","All right."
Positive,0.5244,"01:04:32,536 --> 01:04:35,288","All right."
Very Positive,0.0505,"01:04:32,536 --> 01:04:35,288","All right."
Very Negative,0.0513,"01:04:36,331 --> 01:04:37,790","Let's get out of here."
Negative,0.3932,"01:04:36,331 --> 01:04:37,790","Let's get out of here."
Neutral,0.4506,"01:04:36,331 --> 01:04:37,790","Let's get out of here."
Positive,0.0923,"01:04:36,331 --> 01:04:37,790","Let's get out of here."
Very Positive,0.0126,"01:04:36,331 --> 01:04:37,790","Let's get out of here."
Very Negative,0.0026,"01:04:39,585 --> 01:04:41,502","The Chinese station's about 100 miles."
Negative,0.0192,"01:04:39,585 --> 01:04:41,502","The Chinese station's about 100 miles."
Neutral,0.8684,"01:04:39,585 --> 01:04:41,502","The Chinese station's about 100 miles."
Positive,0.1071,"01:04:39,585 --> 01:04:41,502","The Chinese station's about 100 miles."
Very Positive,0.0028,"01:04:39,585 --> 01:04:41,502","The Chinese station's about 100 miles."
Very Negative,0.0229,"01:04:41,754 --> 01:04:44,213","Just a little Sunday drive."
Negative,0.2020,"01:04:41,754 --> 01:04:44,213","Just a little Sunday drive."
Neutral,0.6741,"01:04:41,754 --> 01:04:44,213","Just a little Sunday drive."
Positive,0.0923,"01:04:41,754 --> 01:04:44,213","Just a little Sunday drive."
Very Positive,0.0087,"01:04:41,754 --> 01:04:44,213","Just a little Sunday drive."
Very Negative,0.0461,"01:04:44,465 --> 01:04:45,923","- We can't."
Negative,0.4809,"01:04:44,465 --> 01:04:45,923","- We can't."
Neutral,0.4428,"01:04:44,465 --> 01:04:45,923","- We can't."
Positive,0.0255,"01:04:44,465 --> 01:04:45,923","- We can't."
Very Positive,0.0047,"01:04:44,465 --> 01:04:45,923","- We can't."
Very Negative,0.0161,"01:04:44,465 --> 01:04:45,923","- Sure we can."
Negative,0.1530,"01:04:44,465 --> 01:04:45,923","- Sure we can."
Neutral,0.7535,"01:04:44,465 --> 01:04:45,923","- Sure we can."
Positive,0.0713,"01:04:44,465 --> 01:04:45,923","- Sure we can."
Very Positive,0.0062,"01:04:44,465 --> 01:04:45,923","- Sure we can."
Very Negative,0.2474,"01:04:46,175 --> 01:04:49,886","- There's no fuel, I tried everything."
Negative,0.6423,"01:04:46,175 --> 01:04:49,886","- There's no fuel, I tried everything."
Neutral,0.0754,"01:04:46,175 --> 01:04:49,886","- There's no fuel, I tried everything."
Positive,0.0199,"01:04:46,175 --> 01:04:49,886","- There's no fuel, I tried everything."
Very Positive,0.0151,"01:04:46,175 --> 01:04:49,886","- There's no fuel, I tried everything."
Very Negative,0.0367,"01:04:46,175 --> 01:04:49,886","- Well, there's always something we can do."
Negative,0.2008,"01:04:46,175 --> 01:04:49,886","- Well, there's always something we can do."
Neutral,0.3929,"01:04:46,175 --> 01:04:49,886","- Well, there's always something we can do."
Positive,0.3273,"01:04:46,175 --> 01:04:49,886","- Well, there's always something we can do."
Very Positive,0.0423,"01:04:46,175 --> 01:04:49,886","- Well, there's always something we can do."
Very Negative,0.0413,"01:04:50,137 --> 01:04:51,262","I tried everything."
Negative,0.2105,"01:04:50,137 --> 01:04:51,262","I tried everything."
Neutral,0.4578,"01:04:50,137 --> 01:04:51,262","I tried everything."
Positive,0.2505,"01:04:50,137 --> 01:04:51,262","I tried everything."
Very Positive,0.0399,"01:04:50,137 --> 01:04:51,262","I tried everything."
Very Negative,0.0168,"01:04:51,513 --> 01:04:53,139","Did you try the soft landing jets?"
Negative,0.4027,"01:04:51,513 --> 01:04:53,139","Did you try the soft landing jets?"
Neutral,0.5698,"01:04:51,513 --> 01:04:53,139","Did you try the soft landing jets?"
Positive,0.0097,"01:04:51,513 --> 01:04:53,139","Did you try the soft landing jets?"
Very Positive,0.0009,"01:04:51,513 --> 01:04:53,139","Did you try the soft landing jets?"
Very Negative,0.0068,"01:04:53,390 --> 01:04:54,640","They're for landing, so..."
Negative,0.0741,"01:04:53,390 --> 01:04:54,640","They're for landing, so..."
Neutral,0.8596,"01:04:53,390 --> 01:04:54,640","They're for landing, so..."
Positive,0.0554,"01:04:53,390 --> 01:04:54,640","They're for landing, so..."
Very Positive,0.0041,"01:04:53,390 --> 01:04:54,640","They're for landing, so..."
Very Negative,0.0354,"01:04:54,892 --> 01:04:57,727","Landing is launching."
Negative,0.2202,"01:04:54,892 --> 01:04:57,727","Landing is launching."
Neutral,0.5019,"01:04:54,892 --> 01:04:57,727","Landing is launching."
Positive,0.2079,"01:04:54,892 --> 01:04:57,727","Landing is launching."
Very Positive,0.0346,"01:04:54,892 --> 01:04:57,727","Landing is launching."
Very Negative,0.0124,"01:04:54,892 --> 01:04:57,727","It's the same."
Negative,0.0770,"01:04:54,892 --> 01:04:57,727","It's the same."
Neutral,0.6438,"01:04:54,892 --> 01:04:57,727","It's the same."
Positive,0.2501,"01:04:54,892 --> 01:04:57,727","It's the same."
Very Positive,0.0167,"01:04:54,892 --> 01:04:57,727","It's the same."
Very Negative,0.0199,"01:04:54,892 --> 01:04:57,727","Didn't you learn that in training?"
Negative,0.4441,"01:04:54,892 --> 01:04:57,727","Didn't you learn that in training?"
Neutral,0.5181,"01:04:54,892 --> 01:04:57,727","Didn't you learn that in training?"
Positive,0.0165,"01:04:54,892 --> 01:04:57,727","Didn't you learn that in training?"
Very Positive,0.0014,"01:04:54,892 --> 01:04:57,727","Didn't you learn that in training?"
Very Negative,0.1485,"01:04:57,978 --> 01:05:01,272","- I never got to land the simulator, I told you."
Negative,0.4972,"01:04:57,978 --> 01:05:01,272","- I never got to land the simulator, I told you."
Neutral,0.1240,"01:04:57,978 --> 01:05:01,272","- I never got to land the simulator, I told you."
Positive,0.1809,"01:04:57,978 --> 01:05:01,272","- I never got to land the simulator, I told you."
Very Positive,0.0494,"01:04:57,978 --> 01:05:01,272","- I never got to land the simulator, I told you."
Very Negative,0.0133,"01:04:57,978 --> 01:05:01,272","- But you know about it."
Negative,0.1302,"01:04:57,978 --> 01:05:01,272","- But you know about it."
Neutral,0.7399,"01:04:57,978 --> 01:05:01,272","- But you know about it."
Positive,0.1094,"01:04:57,978 --> 01:05:01,272","- But you know about it."
Very Positive,0.0072,"01:04:57,978 --> 01:05:01,272","- But you know about it."
Very Negative,0.0775,"01:05:01,523 --> 01:05:04,984","- And I crashed it every time."
Negative,0.3762,"01:05:01,523 --> 01:05:04,984","- And I crashed it every time."
Neutral,0.2056,"01:05:01,523 --> 01:05:04,984","- And I crashed it every time."
Positive,0.2942,"01:05:01,523 --> 01:05:04,984","- And I crashed it every time."
Very Positive,0.0465,"01:05:01,523 --> 01:05:04,984","- And I crashed it every time."
Very Negative,0.0248,"01:05:01,523 --> 01:05:04,984","- Do you wanna go back or stay here?"
Negative,0.3321,"01:05:01,523 --> 01:05:04,984","- Do you wanna go back or stay here?"
Neutral,0.6204,"01:05:01,523 --> 01:05:04,984","- Do you wanna go back or stay here?"
Positive,0.0190,"01:05:01,523 --> 01:05:04,984","- Do you wanna go back or stay here?"
Very Positive,0.0037,"01:05:01,523 --> 01:05:04,984","- Do you wanna go back or stay here?"
Very Negative,0.0162,"01:05:08,197 --> 01:05:10,323","I get it, it's nice up here."
Negative,0.0450,"01:05:08,197 --> 01:05:10,323","I get it, it's nice up here."
Neutral,0.1030,"01:05:08,197 --> 01:05:10,323","I get it, it's nice up here."
Positive,0.6671,"01:05:08,197 --> 01:05:10,323","I get it, it's nice up here."
Very Positive,0.1688,"01:05:08,197 --> 01:05:10,323","I get it, it's nice up here."
Very Negative,0.0365,"01:05:13,368 --> 01:05:17,330","You can just shut down all the systems..."
Negative,0.3368,"01:05:13,368 --> 01:05:17,330","You can just shut down all the systems..."
Neutral,0.5444,"01:05:13,368 --> 01:05:17,330","You can just shut down all the systems..."
Positive,0.0727,"01:05:13,368 --> 01:05:17,330","You can just shut down all the systems..."
Very Positive,0.0097,"01:05:13,368 --> 01:05:17,330","You can just shut down all the systems..."
Very Negative,0.0390,"01:05:18,332 --> 01:05:20,124","...turn out all the lights..."
Negative,0.2735,"01:05:18,332 --> 01:05:20,124","...turn out all the lights..."
Neutral,0.5739,"01:05:18,332 --> 01:05:20,124","...turn out all the lights..."
Positive,0.0979,"01:05:18,332 --> 01:05:20,124","...turn out all the lights..."
Very Positive,0.0157,"01:05:18,332 --> 01:05:20,124","...turn out all the lights..."
Very Negative,0.0588,"01:05:21,001 --> 01:05:24,045","...and just close your eyes and tune out everybody."
Negative,0.3737,"01:05:21,001 --> 01:05:24,045","...and just close your eyes and tune out everybody."
Neutral,0.4780,"01:05:21,001 --> 01:05:24,045","...and just close your eyes and tune out everybody."
Positive,0.0748,"01:05:21,001 --> 01:05:24,045","...and just close your eyes and tune out everybody."
Very Positive,0.0147,"01:05:21,001 --> 01:05:24,045","...and just close your eyes and tune out everybody."
Very Negative,0.0771,"01:05:24,463 --> 01:05:26,422","There's nobody up here that can hurt you."
Negative,0.4392,"01:05:24,463 --> 01:05:26,422","There's nobody up here that can hurt you."
Neutral,0.3062,"01:05:24,463 --> 01:05:26,422","There's nobody up here that can hurt you."
Positive,0.1567,"01:05:24,463 --> 01:05:26,422","There's nobody up here that can hurt you."
Very Positive,0.0208,"01:05:24,463 --> 01:05:26,422","There's nobody up here that can hurt you."
Very Negative,0.0316,"01:05:27,174 --> 01:05:28,508","It's safe."
Negative,0.1231,"01:05:27,174 --> 01:05:28,508","It's safe."
Neutral,0.3712,"01:05:27,174 --> 01:05:28,508","It's safe."
Positive,0.4094,"01:05:27,174 --> 01:05:28,508","It's safe."
Very Positive,0.0648,"01:05:27,174 --> 01:05:28,508","It's safe."
Very Negative,0.0581,"01:05:31,804 --> 01:05:34,847","I mean, what's the point of going on?"
Negative,0.4978,"01:05:31,804 --> 01:05:34,847","I mean, what's the point of going on?"
Neutral,0.3956,"01:05:31,804 --> 01:05:34,847","I mean, what's the point of going on?"
Positive,0.0406,"01:05:31,804 --> 01:05:34,847","I mean, what's the point of going on?"
Very Positive,0.0079,"01:05:31,804 --> 01:05:34,847","I mean, what's the point of going on?"
Very Negative,0.0055,"01:05:31,804 --> 01:05:34,847","What's the point of living?"
Negative,0.0492,"01:05:31,804 --> 01:05:34,847","What's the point of living?"
Neutral,0.8813,"01:05:31,804 --> 01:05:34,847","What's the point of living?"
Positive,0.0591,"01:05:31,804 --> 01:05:34,847","What's the point of living?"
Very Positive,0.0049,"01:05:31,804 --> 01:05:34,847","What's the point of living?"
Very Negative,0.0402,"01:05:39,394 --> 01:05:43,106","Your kid died."
Negative,0.2606,"01:05:39,394 --> 01:05:43,106","Your kid died."
Neutral,0.6145,"01:05:39,394 --> 01:05:43,106","Your kid died."
Positive,0.0720,"01:05:39,394 --> 01:05:43,106","Your kid died."
Very Positive,0.0128,"01:05:39,394 --> 01:05:43,106","Your kid died."
Very Negative,0.1156,"01:05:39,394 --> 01:05:43,106","Doesn't get any rougher than that."
Negative,0.6786,"01:05:39,394 --> 01:05:43,106","Doesn't get any rougher than that."
Neutral,0.1871,"01:05:39,394 --> 01:05:43,106","Doesn't get any rougher than that."
Positive,0.0139,"01:05:39,394 --> 01:05:43,106","Doesn't get any rougher than that."
Very Positive,0.0048,"01:05:39,394 --> 01:05:43,106","Doesn't get any rougher than that."
Very Negative,0.0143,"01:05:45,651 --> 01:05:48,152","But still, it's a matter of what you do now."
Negative,0.0726,"01:05:45,651 --> 01:05:48,152","But still, it's a matter of what you do now."
Neutral,0.1498,"01:05:45,651 --> 01:05:48,152","But still, it's a matter of what you do now."
Positive,0.7113,"01:05:45,651 --> 01:05:48,152","But still, it's a matter of what you do now."
Very Positive,0.0520,"01:05:45,651 --> 01:05:48,152","But still, it's a matter of what you do now."
Very Negative,0.1137,"01:05:49,655 --> 01:05:53,199","If you decide to go, then you gotta just get on with it."
Negative,0.6146,"01:05:49,655 --> 01:05:53,199","If you decide to go, then you gotta just get on with it."
Neutral,0.1882,"01:05:49,655 --> 01:05:53,199","If you decide to go, then you gotta just get on with it."
Positive,0.0689,"01:05:49,655 --> 01:05:53,199","If you decide to go, then you gotta just get on with it."
Very Positive,0.0147,"01:05:49,655 --> 01:05:53,199","If you decide to go, then you gotta just get on with it."
Very Negative,0.0460,"01:05:53,826 --> 01:05:56,285","Sit back, enjoy the ride."
Negative,0.0884,"01:05:53,826 --> 01:05:56,285","Sit back, enjoy the ride."
Neutral,0.0666,"01:05:53,826 --> 01:05:56,285","Sit back, enjoy the ride."
Positive,0.4268,"01:05:53,826 --> 01:05:56,285","Sit back, enjoy the ride."
Very Positive,0.3721,"01:05:53,826 --> 01:05:56,285","Sit back, enjoy the ride."
Very Negative,0.0030,"01:05:56,870 --> 01:06:00,289","You gotta plant both your feet on the ground and start living life."
Negative,0.0058,"01:05:56,870 --> 01:06:00,289","You gotta plant both your feet on the ground and start living life."
Neutral,0.3466,"01:05:56,870 --> 01:06:00,289","You gotta plant both your feet on the ground and start living life."
Positive,0.5220,"01:05:56,870 --> 01:06:00,289","You gotta plant both your feet on the ground and start living life."
Very Positive,0.1226,"01:05:56,870 --> 01:06:00,289","You gotta plant both your feet on the ground and start living life."
Very Negative,0.0202,"01:06:00,541 --> 01:06:01,999","How did you get here?"
Negative,0.2187,"01:06:00,541 --> 01:06:01,999","How did you get here?"
Neutral,0.6971,"01:06:00,541 --> 01:06:01,999","How did you get here?"
Positive,0.0581,"01:06:00,541 --> 01:06:01,999","How did you get here?"
Very Positive,0.0059,"01:06:00,541 --> 01:06:01,999","How did you get here?"
